Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Housing,Value,"$50,000 to $99,999",5739,"(+/- 1191 )",3747,"(+/- 1120 )",2547,"(+/- 696 )",4159,"(+/- 958 )",3789,"(+/- 1054 )",2106,"(+/- 643 )",3099,"(+/- 810 )",6772,"(+/- 1426 )",2730,"(+/- 796 )",3053,"(+/- 720 )",1888,"(+/- 632 )",466,"(+/- 353 )",1191,"(+/- 501 )",1152,"(+/- 606 )",2242,"(+/- 880 )",2924,"(+/- 797 )",1276,"(+/- 573 )",691,"(+/- 351 )",1651,"(+/- 601 )",2005,"(+/- 715 )",3832,"(+/- 1081 )",2549,"(+/- 792 )",4450,"(+/- 1131 )",2655,"(+/- 690 )",2881,"(+/- 777 )",3185,"(+/- 787 )",1953,"(+/- 714 )",160,"(+/- 154 )",2187,"(+/- 658 )",1422,"(+/- 501 )",3583,"(+/- 835 )",3148,"(+/- 719 )",761,"(+/- 419 )",896,"(+/- 459 )",3948,"(+/- 913 )",8824,"(+/- 1499 )",920,"(+/- 445 )",3136,"(+/- 790 )",3524,"(+/- 892 )",983,"(+/- 504 )",3207,"(+/- 781 )",3146,"(+/- 1038 )",1957,"(+/- 613 )",2338,"(+/- 783 )",2296,"(+/- 778 )",2381,"(+/- 595 )",1582,"(+/- 539 )",3000,"(+/- 697 )",2357,"(+/- 737 )",5068,"(+/- 1166 )",3124,"(+/- 731 )",1294,"(+/- 681 )",3186,"(+/- 810 )"
Housing,Value,"$100,000 to $149,999",6472,"(+/- 1245 )",2447,"(+/- 712 )",1921,"(+/- 706 )",3020,"(+/- 820 )",1823,"(+/- 543 )",1726,"(+/- 693 )",2039,"(+/- 689 )",5516,"(+/- 1260 )",865,"(+/- 423 )",2023,"(+/- 805 )",828,"(+/- 358 )",601,"(+/- 356 )",648,"(+/- 466 )",1171,"(+/- 437 )",2109,"(+/- 691 )",4006,"(+/- 1110 )",2125,"(+/- 761 )",824,"(+/- 378 )",1404,"(+/- 604 )",2359,"(+/- 905 )",5871,"(+/- 1055 )",3155,"(+/- 895 )",7083,"(+/- 1436 )",2669,"(+/- 1116 )",2411,"(+/- 853 )",2780,"(+/- 755 )",1134,"(+/- 422 )",675,"(+/- 367 )",203,"(+/- 144 )",1897,"(+/- 606 )",2057,"(+/- 641 )",983,"(+/- 410 )",1221,"(+/- 588 )",227,"(+/- 208 )",642,"(+/- 309 )",6825,"(+/- 1481 )",1016,"(+/- 569 )",889,"(+/- 480 )",1748,"(+/- 688 )",1083,"(+/- 481 )",1689,"(+/- 743 )",2737,"(+/- 967 )",1394,"(+/- 531 )",685,"(+/- 365 )",1934,"(+/- 566 )",1166,"(+/- 727 )",1292,"(+/- 574 )",1894,"(+/- 708 )",1506,"(+/- 638 )",2715,"(+/- 947 )",2558,"(+/- 837 )",751,"(+/- 418 )",1120,"(+/- 480 )"
Housing,Value,"$150,000 to $199,999",10795,"(+/- 1509 )",3160,"(+/- 960 )",4534,"(+/- 1131 )",2571,"(+/- 875 )",3071,"(+/- 928 )",2430,"(+/- 741 )",1765,"(+/- 669 )",8641,"(+/- 1564 )",2960,"(+/- 851 )",3223,"(+/- 1093 )",1396,"(+/- 679 )",410,"(+/- 231 )",941,"(+/- 401 )",1109,"(+/- 427 )",1786,"(+/- 450 )",6989,"(+/- 1158 )",1163,"(+/- 561 )",240,"(+/- 173 )",1682,"(+/- 745 )",857,"(+/- 476 )",12987,"(+/- 1637 )",7779,"(+/- 1444 )",11047,"(+/- 2168 )",2056,"(+/- 691 )",2325,"(+/- 838 )",1990,"(+/- 638 )",449,"(+/- 339 )",161,"(+/- 135 )",595,"(+/- 349 )",658,"(+/- 329 )",2118,"(+/- 800 )",903,"(+/- 429 )",800,"(+/- 535 )",277,"(+/- 209 )",746,"(+/- 455 )",9161,"(+/- 1583 )",693,"(+/- 325 )",805,"(+/- 426 )",1021,"(+/- 438 )",145,"(+/- 146 )",796,"(+/- 318 )",1355,"(+/- 753 )",402,"(+/- 250 )",1112,"(+/- 486 )",1354,"(+/- 427 )",1010,"(+/- 427 )",371,"(+/- 276 )",1671,"(+/- 611 )",1315,"(+/- 561 )",2116,"(+/- 675 )",4603,"(+/- 1235 )",1305,"(+/- 747 )",256,"(+/- 302 )"
Housing,Value,"$200,000 to $299,999",33965,"(+/- 2891 )",10102,"(+/- 1760 )",14944,"(+/- 2072 )",15541,"(+/- 2088 )",6296,"(+/- 1267 )",14012,"(+/- 1962 )",6362,"(+/- 1238 )",30636,"(+/- 3499 )",14810,"(+/- 1829 )",16454,"(+/- 1899 )",5174,"(+/- 1294 )",1528,"(+/- 1117 )",2470,"(+/- 783 )",740,"(+/- 412 )",2153,"(+/- 689 )",33645,"(+/- 2839 )",3669,"(+/- 998 )",1479,"(+/- 549 )",3107,"(+/- 787 )",3414,"(+/- 875 )",38245,"(+/- 2975 )",37708,"(+/- 3716 )",43868,"(+/- 3510 )",4411,"(+/- 1162 )",8734,"(+/- 1556 )",3626,"(+/- 1177 )",1493,"(+/- 720 )",393,"(+/- 225 )",2213,"(+/- 602 )",1271,"(+/- 479 )",9300,"(+/- 1529 )",949,"(+/- 389 )",1933,"(+/- 757 )",1208,"(+/- 483 )",3637,"(+/- 748 )",28439,"(+/- 2916 )",1332,"(+/- 557 )",1397,"(+/- 562 )",2200,"(+/- 740 )",2409,"(+/- 703 )",4581,"(+/- 1028 )",6210,"(+/- 1304 )",1263,"(+/- 502 )",2615,"(+/- 815 )",3615,"(+/- 883 )",1395,"(+/- 632 )",1328,"(+/- 447 )",3122,"(+/- 925 )",2982,"(+/- 901 )",6199,"(+/- 1318 )",11140,"(+/- 1808 )",1997,"(+/- 857 )",3260,"(+/- 1094 )"
Housing,Value,"$300,000 to $499,999",60735,"(+/- 3514 )",33707,"(+/- 2754 )",57836,"(+/- 3815 )",63914,"(+/- 3800 )",29806,"(+/- 3222 )",74257,"(+/- 3941 )",68421,"(+/- 3918 )",73089,"(+/- 4128 )",61605,"(+/- 3928 )",66150,"(+/- 3954 )",20644,"(+/- 2481 )",4120,"(+/- 1277 )",10204,"(+/- 1451 )",3051,"(+/- 765 )",6254,"(+/- 1132 )",41664,"(+/- 3715 )",3115,"(+/- 782 )",2967,"(+/- 842 )",5795,"(+/- 1419 )",15571,"(+/- 1948 )",23940,"(+/- 2353 )",66388,"(+/- 4503 )",63282,"(+/- 3780 )",30088,"(+/- 2875 )",43850,"(+/- 3023 )",21252,"(+/- 2263 )",6672,"(+/- 1237 )",4445,"(+/- 934 )",14272,"(+/- 1886 )",9302,"(+/- 1242 )",52079,"(+/- 4046 )",21377,"(+/- 2383 )",3704,"(+/- 804 )",5384,"(+/- 1037 )",47104,"(+/- 2910 )",76517,"(+/- 4000 )",7167,"(+/- 1446 )",15363,"(+/- 1778 )",11660,"(+/- 1468 )",14446,"(+/- 1804 )",66412,"(+/- 3299 )",50410,"(+/- 4081 )",13912,"(+/- 2000 )",27799,"(+/- 2341 )",15677,"(+/- 2021 )",10512,"(+/- 1814 )",15599,"(+/- 2021 )",9016,"(+/- 1360 )",12770,"(+/- 1844 )",26654,"(+/- 3029 )",22836,"(+/- 2547 )",12487,"(+/- 2160 )",22688,"(+/- 2573 )"
Housing,Value,"$500,000 to $999,999",43352,"(+/- 2750 )",60501,"(+/- 3096 )",58933,"(+/- 3385 )",114559,"(+/- 4134 )",94309,"(+/- 4134 )",44368,"(+/- 3222 )",83824,"(+/- 3814 )",26201,"(+/- 2782 )",64812,"(+/- 3998 )",51932,"(+/- 3740 )",73898,"(+/- 3665 )",23996,"(+/- 2537 )",59775,"(+/- 3020 )",28493,"(+/- 2613 )",69695,"(+/- 3699 )",11869,"(+/- 1789 )",27387,"(+/- 2531 )",20752,"(+/- 2275 )",53036,"(+/- 2727 )",66580,"(+/- 3622 )",5945,"(+/- 1243 )",28752,"(+/- 2719 )",20092,"(+/- 2306 )",63581,"(+/- 3146 )",84363,"(+/- 3859 )",89268,"(+/- 4627 )",76004,"(+/- 3715 )",40756,"(+/- 3107 )",65972,"(+/- 3253 )",81657,"(+/- 3761 )",52738,"(+/- 3128 )",80995,"(+/- 3744 )",30287,"(+/- 2688 )",30144,"(+/- 2232 )",61061,"(+/- 3871 )",38600,"(+/- 3024 )",38193,"(+/- 3008 )",96028,"(+/- 4029 )",101720,"(+/- 3751 )",39678,"(+/- 2542 )",41228,"(+/- 2799 )",111624,"(+/- 5215 )",67419,"(+/- 3834 )",61394,"(+/- 3511 )",92341,"(+/- 4583 )",62448,"(+/- 2786 )",76228,"(+/- 3620 )",64482,"(+/- 3627 )",66832,"(+/- 3731 )",103811,"(+/- 4844 )",38597,"(+/- 2704 )",75689,"(+/- 4458 )",97036,"(+/- 4692 )"
Housing,Value,"$1,000,000 or more",7045,"(+/- 1060 )",62640,"(+/- 2704 )",8169,"(+/- 1317 )",21315,"(+/- 2253 )",22879,"(+/- 1868 )",4092,"(+/- 892 )",9238,"(+/- 1436 )",3021,"(+/- 974 )",9965,"(+/- 1701 )",5285,"(+/- 1313 )",68584,"(+/- 3217 )",88111,"(+/- 4055 )",57507,"(+/- 2899 )",110625,"(+/- 4172 )",83973,"(+/- 3357 )",2789,"(+/- 989 )",100521,"(+/- 3614 )",132732,"(+/- 4415 )",67654,"(+/- 3176 )",36082,"(+/- 2482 )",1229,"(+/- 460 )",4252,"(+/- 875 )",3950,"(+/- 1851 )",39466,"(+/- 2725 )",14080,"(+/- 1628 )",25445,"(+/- 2249 )",43366,"(+/- 2542 )",57192,"(+/- 3124 )",5974,"(+/- 1101 )",53953,"(+/- 3709 )",4663,"(+/- 1036 )",6225,"(+/- 1264 )",106826,"(+/- 4852 )",13650,"(+/- 1564 )",1974,"(+/- 654 )",10784,"(+/- 1338 )",43016,"(+/- 2828 )",7978,"(+/- 1426 )",33944,"(+/- 2182 )",2092,"(+/- 687 )",1754,"(+/- 659 )",7672,"(+/- 1296 )",15390,"(+/- 1509 )",4728,"(+/- 1132 )",60040,"(+/- 3639 )",4098,"(+/- 925 )",18760,"(+/- 2116 )",68922,"(+/- 3568 )",64313,"(+/- 3314 )",19375,"(+/- 1974 )",2187,"(+/- 593 )",65872,"(+/- 3687 )",17287,"(+/- 1844 )"
Housing,Value,"Median (dollars)",365100,"(+/- 8737 )",750600,"(+/- 22625 )",467500,"(+/- 9333 )",563500,"(+/- 8751 )",638600,"(+/- 11292 )",424900,"(+/- 6969 )",510000,"(+/- 12777 )",342500,"(+/- 7795 )",481500,"(+/- 7596 )",441000,"(+/- 8070 )",852400,"(+/- 20777 )",1325100,"(+/- 67857 )",918700,"(+/- 17471 )",1289000,"(+/- 32312 )",989300,"(+/- 14831 )",305000,"(+/- 8652 )",1276300,"(+/- 38213 )",1702700,"(+/- 25044 )",996900,"(+/- 17900 )",740400,"(+/- 17997 )",247900,"(+/- 5424 )",348900,"(+/- 6531 )",315500,"(+/- 8495 )",689300,"(+/- 16870 )",577400,"(+/- 9702 )",686100,"(+/- 10870 )",861300,"(+/- 12939 )",1051000,"(+/- 26914 )",635700,"(+/- 9452 )",865800,"(+/- 15889 )",469900,"(+/- 8679 )",614100,"(+/- 6789 )",1497100,"(+/- 63093 )",771100,"(+/- 31442 )",505700,"(+/- 12300 )",364500,"(+/- 8059 )",953400,"(+/- 25678 )",651800,"(+/- 6936 )",798700,"(+/- 10460 )",585000,"(+/- 12806 )",450600,"(+/- 5726 )",572700,"(+/- 9328 )",698500,"(+/- 12045 )",568500,"(+/- 7763 )",871100,"(+/- 12934 )",649400,"(+/- 9730 )",732500,"(+/- 16345 )",943600,"(+/- 18240 )",903100,"(+/- 18709 )",651400,"(+/- 10953 )",455200,"(+/- 18877 )",916100,"(+/- 16751 )",679600,"(+/- 11900 )"
Housing,"Mortgage Status","Owner-occupied units",178020,"(+/- 4422 )",180896,"(+/- 4426 )",154150,"(+/- 4628 )",231164,"(+/- 4557 )",166687,"(+/- 5420 )",150483,"(+/- 4818 )",180854,"(+/- 4718 )",164016,"(+/- 5036 )",161627,"(+/- 6188 )",154026,"(+/- 4891 )",175648,"(+/- 5787 )",120725,"(+/- 4849 )",134622,"(+/- 4274 )",148764,"(+/- 4496 )",171611,"(+/- 4574 )",109678,"(+/- 4514 )",141022,"(+/- 4027 )",161803,"(+/- 4223 )",136183,"(+/- 3986 )",129571,"(+/- 4329 )",98182,"(+/- 4108 )",158138,"(+/- 4147 )",162838,"(+/- 5547 )",148616,"(+/- 3737 )",163966,"(+/- 5050 )",150722,"(+/- 4063 )",132548,"(+/- 4500 )",105835,"(+/- 4503 )",93565,"(+/- 3451 )",152415,"(+/- 4820 )",131250,"(+/- 4074 )",117675,"(+/- 4220 )",148049,"(+/- 5767 )",52810,"(+/- 2782 )",123548,"(+/- 4284 )",191734,"(+/- 6031 )",93882,"(+/- 4198 )",127626,"(+/- 4437 )",157406,"(+/- 4096 )",63150,"(+/- 2736 )",123860,"(+/- 4635 )",187558,"(+/- 4730 )",103133,"(+/- 4223 )",103518,"(+/- 4789 )",178963,"(+/- 4966 )",84613,"(+/- 3131 )",117518,"(+/- 4412 )",155455,"(+/- 4270 )",154105,"(+/- 4802 )",169601,"(+/- 5473 )",91720,"(+/- 4062 )",161163,"(+/- 5992 )",145994,"(+/- 5446 )"
Housing,"Mortgage Status","Housing units with a mortgage",106210,"(+/- 4558 )",113775,"(+/- 4392 )",104641,"(+/- 4016 )",151181,"(+/- 5094 )",112738,"(+/- 5598 )",102405,"(+/- 4620 )",125239,"(+/- 3794 )",107658,"(+/- 4001 )",114638,"(+/- 5601 )",104383,"(+/- 4575 )",122669,"(+/- 5021 )",78455,"(+/- 4408 )",91232,"(+/- 3945 )",99570,"(+/- 3979 )",120089,"(+/- 4673 )",70646,"(+/- 3920 )",94871,"(+/- 3702 )",105946,"(+/- 3540 )",95987,"(+/- 3500 )",87337,"(+/- 3928 )",62872,"(+/- 3615 )",104633,"(+/- 4522 )",110858,"(+/- 5367 )",96264,"(+/- 3911 )",120758,"(+/- 4683 )",101801,"(+/- 3686 )",82988,"(+/- 4014 )",74986,"(+/- 4399 )",66570,"(+/- 3348 )",113387,"(+/- 4770 )",92036,"(+/- 4018 )",79236,"(+/- 4008 )",100037,"(+/- 5120 )",35039,"(+/- 2343 )",92435,"(+/- 3792 )",109870,"(+/- 4445 )",63829,"(+/- 4094 )",87764,"(+/- 4104 )",102419,"(+/- 3287 )",39410,"(+/- 2190 )",93763,"(+/- 4417 )",147714,"(+/- 5300 )",71216,"(+/- 3489 )",72046,"(+/- 4463 )",122505,"(+/- 4634 )",60362,"(+/- 3187 )",79200,"(+/- 3556 )",99158,"(+/- 3596 )",106427,"(+/- 4436 )",119851,"(+/- 4916 )",59654,"(+/- 4160 )",110807,"(+/- 4954 )",109217,"(+/- 5228 )"
Housing,"Mortgage Status","Housing units without a mortgage",71810,"(+/- 3770 )",67121,"(+/- 3755 )",49509,"(+/- 3142 )",79983,"(+/- 4305 )",53949,"(+/- 2998 )",48078,"(+/- 2807 )",55615,"(+/- 3320 )",56358,"(+/- 4233 )",46989,"(+/- 3763 )",49643,"(+/- 3238 )",52979,"(+/- 3266 )",42270,"(+/- 3029 )",43390,"(+/- 2766 )",49194,"(+/- 2756 )",51522,"(+/- 2887 )",39032,"(+/- 3021 )",46151,"(+/- 3016 )",55857,"(+/- 2926 )",40196,"(+/- 2337 )",42234,"(+/- 3187 )",35310,"(+/- 2855 )",53505,"(+/- 3921 )",51980,"(+/- 4010 )",52352,"(+/- 3036 )",43208,"(+/- 3032 )",48921,"(+/- 2937 )",49560,"(+/- 3059 )",30849,"(+/- 2668 )",26995,"(+/- 2240 )",39028,"(+/- 2913 )",39214,"(+/- 2926 )",38439,"(+/- 2138 )",48012,"(+/- 3196 )",17771,"(+/- 1569 )",31113,"(+/- 2262 )",81864,"(+/- 4247 )",30053,"(+/- 2742 )",39862,"(+/- 2800 )",54987,"(+/- 3680 )",23740,"(+/- 2191 )",30097,"(+/- 2831 )",39844,"(+/- 3120 )",31917,"(+/- 2414 )",31472,"(+/- 2186 )",56458,"(+/- 3830 )",24251,"(+/- 2323 )",38318,"(+/- 2467 )",56297,"(+/- 3052 )",47678,"(+/- 3169 )",49750,"(+/- 3502 )",32066,"(+/- 3007 )",50356,"(+/- 3646 )",36777,"(+/- 3119 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",106210,"(+/- 4558 )",113775,"(+/- 4392 )",104641,"(+/- 4016 )",151181,"(+/- 5094 )",112738,"(+/- 5598 )",102405,"(+/- 4620 )",125239,"(+/- 3794 )",107658,"(+/- 4001 )",114638,"(+/- 5601 )",104383,"(+/- 4575 )",122669,"(+/- 5021 )",78455,"(+/- 4408 )",91232,"(+/- 3945 )",99570,"(+/- 3979 )",120089,"(+/- 4673 )",70646,"(+/- 3920 )",94871,"(+/- 3702 )",105946,"(+/- 3540 )",95987,"(+/- 3500 )",87337,"(+/- 3928 )",62872,"(+/- 3615 )",104633,"(+/- 4522 )",110858,"(+/- 5367 )",96264,"(+/- 3911 )",120758,"(+/- 4683 )",101801,"(+/- 3686 )",82988,"(+/- 4014 )",74986,"(+/- 4399 )",66570,"(+/- 3348 )",113387,"(+/- 4770 )",92036,"(+/- 4018 )",79236,"(+/- 4008 )",100037,"(+/- 5120 )",35039,"(+/- 2343 )",92435,"(+/- 3792 )",109870,"(+/- 4445 )",63829,"(+/- 4094 )",87764,"(+/- 4104 )",102419,"(+/- 3287 )",39410,"(+/- 2190 )",93763,"(+/- 4417 )",147714,"(+/- 5300 )",71216,"(+/- 3489 )",72046,"(+/- 4463 )",122505,"(+/- 4634 )",60362,"(+/- 3187 )",79200,"(+/- 3556 )",99158,"(+/- 3596 )",106427,"(+/- 4436 )",119851,"(+/- 4916 )",59654,"(+/- 4160 )",110807,"(+/- 4954 )",109217,"(+/- 5228 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",712,"(+/- 373 )",1055,"(+/- 522 )",602,"(+/- 357 )",557,"(+/- 424 )",845,"(+/- 527 )",1103,"(+/- 542 )",493,"(+/- 321 )",424,"(+/- 253 )",1035,"(+/- 562 )",896,"(+/- 404 )",838,"(+/- 474 )",526,"(+/- 338 )",867,"(+/- 451 )",537,"(+/- 369 )",1203,"(+/- 606 )",743,"(+/- 450 )",434,"(+/- 355 )",388,"(+/- 224 )",399,"(+/- 249 )",847,"(+/- 458 )",823,"(+/- 531 )",926,"(+/- 569 )",946,"(+/- 604 )",804,"(+/- 435 )",667,"(+/- 500 )",787,"(+/- 384 )",373,"(+/- 291 )",695,"(+/- 356 )",244,"(+/- 257 )",194,"(+/- 316 )",360,"(+/- 187 )",790,"(+/- 336 )",565,"(+/- 302 )",208,"(+/- 141 )",503,"(+/- 302 )",653,"(+/- 310 )",375,"(+/- 233 )",675,"(+/- 303 )",617,"(+/- 446 )",430,"(+/- 289 )",1477,"(+/- 767 )",692,"(+/- 351 )",230,"(+/- 173 )",658,"(+/- 420 )",805,"(+/- 430 )",319,"(+/- 260 )",642,"(+/- 453 )",604,"(+/- 349 )",527,"(+/- 373 )",533,"(+/- 358 )",721,"(+/- 378 )",725,"(+/- 385 )",251,"(+/- 220 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",10255,"(+/- 1845 )",3464,"(+/- 931 )",6101,"(+/- 1211 )",3902,"(+/- 1169 )",3042,"(+/- 927 )",5745,"(+/- 1255 )",4621,"(+/- 1187 )",8247,"(+/- 1821 )",5300,"(+/- 1114 )",4753,"(+/- 1206 )",3299,"(+/- 911 )",692,"(+/- 389 )",1937,"(+/- 726 )",1638,"(+/- 684 )",1860,"(+/- 818 )",8163,"(+/- 1445 )",1611,"(+/- 566 )",1305,"(+/- 623 )",1783,"(+/- 741 )",2655,"(+/- 836 )",9124,"(+/- 1623 )",7245,"(+/- 1213 )",10150,"(+/- 1908 )",2648,"(+/- 921 )",2217,"(+/- 644 )",2662,"(+/- 637 )",1968,"(+/- 665 )",1284,"(+/- 523 )",2347,"(+/- 596 )",1443,"(+/- 574 )",2826,"(+/- 799 )",2778,"(+/- 724 )",1359,"(+/- 553 )",1034,"(+/- 369 )",3277,"(+/- 813 )",8344,"(+/- 1579 )",857,"(+/- 502 )",3426,"(+/- 770 )",1546,"(+/- 464 )",950,"(+/- 322 )",4668,"(+/- 976 )",4254,"(+/- 1156 )",1619,"(+/- 531 )",2606,"(+/- 795 )",1712,"(+/- 746 )",2022,"(+/- 616 )",1859,"(+/- 639 )",2008,"(+/- 682 )",921,"(+/- 420 )",2369,"(+/- 847 )",4266,"(+/- 896 )",2049,"(+/- 734 )",3245,"(+/- 1074 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",26424,"(+/- 2636 )",11851,"(+/- 2153 )",17577,"(+/- 2193 )",16234,"(+/- 2070 )",8642,"(+/- 1335 )",19405,"(+/- 2171 )",18720,"(+/- 1644 )",27418,"(+/- 3298 )",16120,"(+/- 2063 )",17601,"(+/- 2070 )",6052,"(+/- 1196 )",1988,"(+/- 778 )",4917,"(+/- 1313 )",2962,"(+/- 806 )",4782,"(+/- 1091 )",23478,"(+/- 2713 )",2830,"(+/- 752 )",2372,"(+/- 811 )",3402,"(+/- 968 )",6576,"(+/- 1397 )",23616,"(+/- 2555 )",23864,"(+/- 2458 )",29064,"(+/- 3526 )",9829,"(+/- 1913 )",12574,"(+/- 1571 )",7745,"(+/- 1171 )",4173,"(+/- 710 )",2271,"(+/- 704 )",6346,"(+/- 1140 )",4207,"(+/- 985 )",16904,"(+/- 2174 )",6886,"(+/- 1061 )",3203,"(+/- 847 )",2139,"(+/- 779 )",13577,"(+/- 1865 )",21465,"(+/- 2444 )",3674,"(+/- 937 )",9049,"(+/- 1480 )",5206,"(+/- 1137 )",5120,"(+/- 766 )",15642,"(+/- 2013 )",11715,"(+/- 2136 )",5819,"(+/- 1277 )",11485,"(+/- 1866 )",6728,"(+/- 1285 )",5940,"(+/- 1397 )",6829,"(+/- 1063 )",4668,"(+/- 1023 )",4785,"(+/- 1105 )",8714,"(+/- 1564 )",12054,"(+/- 1941 )",5028,"(+/- 1093 )",9059,"(+/- 1653 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",26598,"(+/- 2701 )",15496,"(+/- 1928 )",21282,"(+/- 2081 )",27587,"(+/- 3060 )",19441,"(+/- 2268 )",26054,"(+/- 2961 )",28394,"(+/- 2728 )",30112,"(+/- 3156 )",25088,"(+/- 3001 )",27137,"(+/- 2553 )",14266,"(+/- 1948 )",6563,"(+/- 1689 )",8298,"(+/- 1477 )",7674,"(+/- 1282 )",10066,"(+/- 1699 )",19634,"(+/- 2551 )",4805,"(+/- 985 )",4109,"(+/- 949 )",7469,"(+/- 1353 )",13128,"(+/- 2036 )",17173,"(+/- 1971 )",31629,"(+/- 2686 )",29939,"(+/- 3195 )",17171,"(+/- 2202 )",23057,"(+/- 2636 )",14970,"(+/- 1673 )",9918,"(+/- 1648 )",5467,"(+/- 1141 )",10449,"(+/- 1508 )",8606,"(+/- 1739 )",20932,"(+/- 2203 )",14997,"(+/- 1703 )",5673,"(+/- 1206 )",5038,"(+/- 1025 )",22155,"(+/- 2294 )",26759,"(+/- 2526 )",7342,"(+/- 1532 )",15554,"(+/- 1768 )",11488,"(+/- 1192 )",7982,"(+/- 1145 )",25516,"(+/- 2538 )",27053,"(+/- 2986 )",12937,"(+/- 1919 )",15595,"(+/- 2121 )",12693,"(+/- 1821 )",10879,"(+/- 1593 )",12854,"(+/- 1740 )",10693,"(+/- 1465 )",10811,"(+/- 1674 )",18987,"(+/- 2119 )",15070,"(+/- 2539 )",10046,"(+/- 1504 )",16378,"(+/- 2090 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",16404,"(+/- 1977 )",17138,"(+/- 2110 )",23650,"(+/- 2498 )",32753,"(+/- 3106 )",22495,"(+/- 2504 )",23856,"(+/- 2508 )",29059,"(+/- 2867 )",22407,"(+/- 3236 )",21459,"(+/- 2617 )",25741,"(+/- 2783 )",17129,"(+/- 2330 )",5202,"(+/- 1289 )",11171,"(+/- 1507 )",8222,"(+/- 1200 )",15486,"(+/- 1949 )",9743,"(+/- 1813 )",8308,"(+/- 1326 )",7966,"(+/- 1422 )",12233,"(+/- 1572 )",14780,"(+/- 1995 )",8298,"(+/- 1421 )",19399,"(+/- 2517 )",21454,"(+/- 2986 )",17245,"(+/- 2070 )",22587,"(+/- 2736 )",18119,"(+/- 2038 )",12909,"(+/- 1984 )",9081,"(+/- 1444 )",13670,"(+/- 1538 )",15204,"(+/- 2082 )",21826,"(+/- 2658 )",18852,"(+/- 2130 )",7234,"(+/- 1345 )",5187,"(+/- 1061 )",23432,"(+/- 2470 )",24619,"(+/- 2611 )",10468,"(+/- 1712 )",18421,"(+/- 2058 )",16814,"(+/- 2025 )",8688,"(+/- 1440 )",21707,"(+/- 2718 )",31516,"(+/- 2860 )",12378,"(+/- 1788 )",15981,"(+/- 2038 )",14789,"(+/- 1762 )",12643,"(+/- 1896 )",16257,"(+/- 1951 )",14964,"(+/- 1702 )",15086,"(+/- 2212 )",24806,"(+/- 2314 )",12151,"(+/- 1882 )",16401,"(+/- 2460 )",23159,"(+/- 2993 )"
