Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Education,"Educational Attainment","Percent bachelor's degree or higher",31.9,"(+/- 1.3 )",25.3,"(+/- 1.1 )",31.1,"(+/- 1.2 )",29.6,"(+/- 1.3 )",59.8,"(+/- 1.3 )",55.2,"(+/- 1.2 )",46.0,"(+/- 1.4 )",33.7,"(+/- 1.3 )",57.3,"(+/- 1.5 )",47.1,"(+/- 1.2 )",39.6,"(+/- 1.3 )",25.8,"(+/- 1.1 )",31.9,"(+/- 1.3 )",42.2,"(+/- 1.5 )",21.7,"(+/- 1.0 )",24.4,"(+/- 1.1 )",20.7,"(+/- 1.0 )",35.6,"(+/- 1.2 )"

"Source: 2021 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",189163,G,172104,G,228468,G,138670,G,372392,G,386031,G,884569,G,409638,G,298895,G,366109,G,294289,G,211877,G,237454,G,196443,G,204194,G,230783,G,256701,G,250012,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",6,G,25,H,13,G,0,N,0,N,77,H,27,H,57,J,0,N,32,J,18,J,95,H,128,H,124,G,355,H,314,H,235,J,278,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,100,J,213,J,0,N,0,N,168,G,0,N,17,G,0,N,0,N,112,G,1600,G,295,J,271,G,2061,G,871,J,118,J,524,H
Business,"Paid employees for pay period including March 12",Utilities,1012,G,407,H,179,J,1093,G,538,J,1968,G,3239,G,1935,J,343,H,1225,H,1660,H,1830,G,2381,G,377,G,2290,G,3861,J,2376,G,1194,G
Business,"Paid employees for pay period including March 12",Construction,8747,G,7523,G,10757,G,4889,G,14951,G,17419,G,14772,G,23358,G,9002,G,11748,G,14753,G,10209,G,10830,G,16521,G,9360,G,12616,H,10413,G,11429,G
Business,"Paid employees for pay period including March 12",Manufacturing,10686,G,30953,G,26630,G,20679,G,27128,G,33782,G,25230,G,55240,G,20501,G,40044,G,26547,G,26805,G,18662,G,25720,G,40643,G,47149,G,39610,G,26145,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7925,G,9292,G,12124,G,10136,G,18151,G,24512,G,26804,G,47301,G,12351,G,44141,G,24558,G,9162,G,9857,G,10971,G,11562,G,10021,G,10675,G,15665,G
Business,"Paid employees for pay period including March 12","Retail trade",28852,G,21260,G,28917,G,23205,G,36589,G,42526,G,38690,G,38666,G,33255,G,36513,G,40703,G,32220,G,31527,G,28420,G,24632,H,31971,G,28055,G,37804,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7265,G,18899,G,37068,G,7038,G,43586,H,14554,G,17104,H,28292,G,9493,G,9486,G,27149,G,15430,G,10429,G,8921,G,8983,G,19240,G,13719,G,10332,G
Business,"Paid employees for pay period including March 12",Information,2309,H,2839,G,1972,H,1387,G,7177,H,11368,H,47021,G,13468,G,5159,H,5128,H,4066,H,2284,G,5261,G,1926,G,2546,G,2835,G,3120,H,3413,G
Business,"Paid employees for pay period including March 12","Finance and insurance",4309,G,3490,G,5112,G,4586,G,13023,G,27497,G,137305,G,19477,G,9197,G,22653,G,8862,G,6544,G,10476,G,5775,G,7450,G,7208,G,9115,G,28334,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2564,G,1822,G,3007,H,1754,G,10059,G,5424,G,19220,G,7422,H,5742,G,4721,G,3712,G,2302,G,3944,G,2484,G,1684,H,1942,G,1976,G,2298,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5749,G,3523,G,10143,H,4456,G,21224,G,30897,G,168580,G,27422,G,16633,G,37521,G,14506,G,8574,G,10286,G,11290,G,4560,G,6681,G,9763,G,8975,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1466,G,1805,H,2366,H,584,H,15574,G,21589,G,49546,G,15985,G,13933,G,28480,G,7511,H,2175,G,4756,H,4217,G,11949,J,1138,H,19212,H,3718,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13020,G,6129,G,16167,H,9534,G,21455,G,27337,G,55322,G,33348,G,13750,G,16810,G,28458,G,9237,G,9295,G,13812,G,5782,G,10798,G,12051,G,11551,G
Business,"Paid employees for pay period including March 12","Educational services",26465,H,3442,H,5644,G,3590,G,15188,H,11560,G,30843,G,7015,G,28828,H,9191,G,6047,G,2215,G,6154,G,2133,H,1275,G,2352,G,7681,J,4345,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",36188,G,35694,G,31360,G,20332,G,51778,G,52844,G,115869,G,38941,G,71719,G,51301,G,40535,G,41339,G,53873,G,23247,G,37469,G,35501,G,50272,G,37108,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2533,G,1840,H,3455,H,2656,H,8892,G,8273,G,14304,G,5517,G,6250,H,6877,G,5372,G,3260,G,4227,G,4288,G,2016,G,3016,G,4030,G,3980,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",20952,G,15687,G,22621,G,16387,G,49963,G,34581,G,83766,G,31677,G,26880,G,29316,G,28188,G,25405,G,31427,G,25823,G,19964,G,23310,G,21693,G,28415,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9112,G,7367,G,10703,G,6347,G,17098,G,19646,G,36877,G,14488,G,15826,G,10857,G,11517,G,11168,G,13616,G,10113,G,9578,G,9945,G,12549,G,14481,G
Business,"Paid employees for pay period including March 12","Industries not classified",3,G,7,G,17,J,16,J,11,G,9,J,34,H,12,J,24,J,20,J,15,J,23,G,30,H,10,J,35,H,14,J,38,G,23,G
Business,"Annual payroll ($1,000)","Total for all sectors",8708490,G,7786847,G,10731216,G,6062893,G,20103444,G,23177351,G,83660456,G,24700703,G,16902359,G,29204284,G,14864648,G,9046028,G,10718212,G,9418589,G,8281089,G,10492742,G,13852428,G,11693115,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",318,J,1180,G,275,G,0,N,0,N,2732,H,1719,J,2892,J,0,N,1335,J,300,H,3189,G,7071,H,4396,G,17680,H,18699,H,13182,H,13753,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,12722,J,25100,J,0,N,0,N,15971,G,0,N,1112,H,0,N,0,N,8900,G,107347,G,16959,J,24096,G,103115,G,72822,J,9763,H,34272,H
Business,"Annual payroll ($1,000)",Utilities,128497,H,51979,H,12549,J,146220,H,67326,H,281765,H,483499,G,234634,J,46999,H,127535,H,207989,H,174447,G,251952,G,43065,H,236486,G,530961,J,284168,G,116745,G
Business,"Annual payroll ($1,000)",Construction,677121,G,600466,G,772524,G,383594,G,1193246,G,1324323,G,1420391,G,1946010,G,681675,G,917857,G,1259727,G,691216,G,647409,G,1300292,G,580417,G,783161,G,746549,G,729358,G
Business,"Annual payroll ($1,000)",Manufacturing,725919,G,2037990,G,1671059,G,1171015,G,1694738,G,2059082,G,1639242,H,3594035,G,1365335,G,3923480,H,1733334,G,1585768,G,1210680,H,1539417,G,1988620,G,2928951,G,2437883,G,1450883,G
Business,"Annual payroll ($1,000)","Wholesale trade",537766,H,600532,G,754604,G,621560,G,1666285,G,2024586,G,2957896,G,3621690,G,1014048,G,5421120,G,1719302,G,468205,G,606402,G,815584,G,606997,G,584080,G,632382,G,902985,G
Business,"Annual payroll ($1,000)","Retail trade",815612,G,588941,G,883585,G,701230,G,1094607,G,1280400,G,1212224,G,1263251,G,995785,G,1288746,G,1225463,G,899242,G,850110,G,811811,G,675573,H,849986,G,765954,G,997169,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",280671,G,890645,G,1810357,G,321676,G,2612491,H,625334,G,1298158,H,1508802,G,436870,G,442503,G,1313975,G,750238,G,475818,G,365773,G,416007,G,913659,G,594538,G,563080,G
Business,"Annual payroll ($1,000)",Information,130165,H,166693,G,101295,H,82095,G,517950,G,1247775,H,6187620,G,1255565,G,521328,H,459257,G,189906,H,107586,G,353010,G,105712,G,109191,G,127994,G,161475,H,155936,G
Business,"Annual payroll ($1,000)","Finance and insurance",311123,G,164014,G,337283,G,471973,H,1365033,G,2909745,G,19702296,G,2153805,G,1007367,G,2813263,H,722491,G,356479,G,711239,H,492104,G,393401,G,449750,G,591734,G,2589259,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",136714,G,77456,H,124140,G,86230,G,742501,G,332662,G,1867603,G,343133,H,343193,G,338498,G,176433,G,82865,G,162758,G,134416,G,58341,G,78507,G,78723,G,86653,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",328904,G,200856,G,781745,J,213330,G,1559637,G,2433645,G,22114901,G,2444328,G,1573999,G,3997410,G,1092988,G,642988,G,658509,G,842420,G,205676,G,371310,G,642425,G,501779,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",136163,H,109581,H,165788,G,47519,H,1742704,G,2669956,G,6910000,G,1408912,G,1337056,G,4367572,G,728516,H,148930,G,488871,H,358044,G,550633,H,104484,H,2926289,H,314141,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",474823,G,257251,G,551176,G,311395,G,921112,G,1280443,G,3280771,G,1409364,G,602705,G,912034,G,1147228,G,342784,G,295332,G,608272,G,199377,G,380308,G,452726,G,421713,G
Business,"Annual payroll ($1,000)","Educational services",1502097,H,86133,G,163918,G,117337,G,432039,H,446809,G,1485540,G,339684,G,1803968,J,319716,G,176775,G,52137,G,138635,G,54927,H,26161,G,56118,G,178992,J,104131,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1827849,H,1402162,H,1580587,G,820033,G,2552394,G,2812563,G,8502398,G,1872477,G,3792815,H,2590033,G,2208008,G,1933403,G,2879883,H,1161499,H,1553803,G,1606815,G,2665786,G,1750351,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",40918,H,47629,H,219893,J,59344,H,356178,H,153786,G,620393,G,112870,H,162414,H,399645,H,95266,G,43506,G,69458,G,70095,G,36632,G,42869,G,46253,G,63470,G
Business,"Annual payroll ($1,000)","Accommodation and food services",343745,G,233543,G,378799,G,307758,G,909295,G,558459,G,1694488,G,513834,G,492913,G,506606,G,477451,G,351824,G,430408,G,389643,G,280510,G,316729,G,300286,G,390742,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",309868,G,256939,G,396322,G,200003,G,674365,G,716884,G,2276757,G,673958,G,722384,G,372164,G,380106,G,303365,G,462855,G,296748,G,241901,G,275328,G,322625,G,506396,H
Business,"Annual payroll ($1,000)","Industries not classified",217,J,135,H,217,G,447,J,477,G,431,G,2635,G,347,J,1115,G,649,H,490,G,509,H,853,H,275,H,568,G,211,G,695,H,299,H
Business,"Total Establishments","Total for all sectors",12034,X,9975,X,15948,X,11220,X,23388,X,25345,X,30255,X,24029,X,20344,X,21552,X,17032,X,14007,X,14893,X,18173,X,14905,X,14815,X,14054,X,15705,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",3,X,7,X,4,X,0,N,0,N,12,X,8,X,4,X,0,N,13,X,7,X,21,X,17,X,43,X,58,X,45,X,43,X,36,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,N,5,X,6,X,0,N,0,N,16,X,0,N,4,X,0,N,0,N,10,X,41,X,18,X,24,X,235,X,46,X,18,X,24,X
Business,"Total Establishments",Utilities,12,X,13,X,3,X,21,X,17,X,33,X,53,X,20,X,7,X,20,X,27,X,54,X,52,X,22,X,72,X,62,X,80,X,52,X
Business,"Total Establishments",Construction,1248,X,803,X,1873,X,972,X,2163,X,2427,X,882,X,2674,X,1830,X,2017,X,1471,X,1166,X,1280,X,2513,X,1536,X,1461,X,1198,X,1624,X
Business,"Total Establishments",Manufacturing,397,X,439,X,618,X,557,X,828,X,863,X,723,X,1617,X,469,X,833,X,642,X,442,X,435,X,904,X,741,X,840,X,779,X,507,X
Business,"Total Establishments","Wholesale trade",543,X,479,X,754,X,563,X,968,X,1600,X,1157,X,2186,X,831,X,1349,X,1031,X,554,X,613,X,975,X,776,X,730,X,726,X,882,X
Business,"Total Establishments","Retail trade",1668,X,1412,X,1707,X,1589,X,2316,X,2340,X,2468,X,2055,X,2048,X,2079,X,2023,X,2195,X,2177,X,1816,X,2178,X,2056,X,1984,X,2295,X
Business,"Total Establishments","Transportation and warehousing",651,X,678,X,1990,X,812,X,1420,X,1157,X,588,X,2751,X,863,X,1031,X,1666,X,543,X,507,X,988,X,708,X,818,X,636,X,622,X
Business,"Total Establishments",Information,181,X,151,X,196,X,197,X,453,X,464,X,1053,X,421,X,349,X,298,X,216,X,226,X,312,X,227,X,304,X,234,X,240,X,297,X
Business,"Total Establishments","Finance and insurance",658,X,544,X,873,X,581,X,1187,X,1846,X,2857,X,1282,X,1160,X,1328,X,872,X,1029,X,1052,X,922,X,1104,X,1019,X,948,X,1239,X
Business,"Total Establishments","Real estate and rental and leasing",505,X,409,X,622,X,468,X,1530,X,1128,X,1821,X,782,X,1135,X,1019,X,670,X,521,X,605,X,699,X,414,X,486,X,477,X,592,X
Business,"Total Establishments","Professional, scientific, and technical services",1008,X,606,X,1324,X,971,X,3079,X,4136,X,7176,X,2750,X,3139,X,3219,X,1957,X,1065,X,1315,X,2314,X,830,X,993,X,1069,X,1139,X
Business,"Total Establishments","Management of companies and enterprises",34,X,40,X,65,X,23,X,175,X,259,X,472,X,199,X,114,X,189,X,96,X,54,X,139,X,82,X,63,X,41,X,88,X,97,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",577,X,542,X,795,X,556,X,1039,X,1504,X,1529,X,1375,X,910,X,1485,X,1008,X,677,X,706,X,1279,X,563,X,707,X,614,X,787,X
Business,"Total Establishments","Educational services",214,X,122,X,190,X,148,X,404,X,421,X,499,X,253,X,458,X,385,X,244,X,124,X,169,X,237,X,88,X,119,X,118,X,166,X
Business,"Total Establishments","Health care and social assistance",1582,X,1379,X,1741,X,1202,X,2745,X,2861,X,2824,X,1957,X,2962,X,2488,X,1985,X,1758,X,1487,X,1680,X,1580,X,1533,X,1475,X,1562,X
Business,"Total Establishments","Arts, entertainment, and recreation",170,X,144,X,209,X,180,X,495,X,407,X,496,X,238,X,378,X,382,X,243,X,220,X,307,X,314,X,211,X,310,X,244,X,311,X
Business,"Total Establishments","Accommodation and food services",1224,X,1030,X,1463,X,1280,X,2451,X,1748,X,2742,X,1652,X,1612,X,1604,X,1367,X,1482,X,1762,X,1429,X,1395,X,1558,X,1534,X,1565,X
Business,"Total Establishments","Other services (except public administration)",1349,X,1160,X,1509,X,1091,X,2100,X,2107,X,2876,X,1795,X,2059,X,1794,X,1481,X,1818,X,1920,X,1690,X,2025,X,1745,X,1766,X,1889,X
Business,"Total Establishments","Industries not classified",10,X,12,X,6,X,7,X,15,X,16,X,30,X,14,X,18,X,18,X,16,X,17,X,20,X,15,X,24,X,12,X,17,X,19,X

"Source: 2020 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - County Business Patterns data includes employers without a fixed location within a state (or of unknown county location), these are included under a 'statewide' classification. Statewide cases are not included in any particular congressional district (though they would be included in at-large districts). This incomplete detail causes only a slight understatement of a district's total estimates."
"4. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
