Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",6411,"(+/- 1387 )",4921,"(+/- 1335 )",4406,"(+/- 1229 )",14176,"(+/- 2966 )",1912,"(+/- 757 )",5006,"(+/- 1256 )",12310,"(+/- 2303 )",8780,"(+/- 1632 )",4061,"(+/- 1166 )",10339,"(+/- 2437 )",2628,"(+/- 1025 )",11482,"(+/- 2014 )",6921,"(+/- 1345 )",10931,"(+/- 1642 )",5497,"(+/- 1584 )",12407,"(+/- 1964 )",4408,"(+/- 1225 )",11450,"(+/- 1886 )",9098,"(+/- 1479 )",7904,"(+/- 2221 )",14355,"(+/- 2232 )",18693,"(+/- 2607 )",16719,"(+/- 2469 )",10219,"(+/- 1848 )",9743,"(+/- 2068 )",13279,"(+/- 2176 )",11660,"(+/- 2330 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",8861,"(+/- 1557 )",3474,"(+/- 992 )",5999,"(+/- 1604 )",16612,"(+/- 2573 )",1717,"(+/- 714 )",4973,"(+/- 1189 )",12571,"(+/- 1868 )",7179,"(+/- 1395 )",5561,"(+/- 2218 )",12005,"(+/- 2122 )",4312,"(+/- 1412 )",10110,"(+/- 1751 )",13075,"(+/- 1674 )",14514,"(+/- 1634 )",4363,"(+/- 1443 )",14871,"(+/- 1956 )",4522,"(+/- 1000 )",18671,"(+/- 2170 )",14026,"(+/- 1511 )",6373,"(+/- 1865 )",18058,"(+/- 2543 )",28217,"(+/- 2408 )",27244,"(+/- 2611 )",8182,"(+/- 1670 )",9926,"(+/- 2185 )",12009,"(+/- 2023 )",29464,"(+/- 2697 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1505,"(+/- 40 )",1330,"(+/- 35 )",1373,"(+/- 48 )",1686,"(+/- 40 )",1224,"(+/- 32 )",1360,"(+/- 27 )",1722,"(+/- 43 )",1445,"(+/- 44 )",1512,"(+/- 51 )",1702,"(+/- 46 )",1228,"(+/- 32 )",1590,"(+/- 34 )",1600,"(+/- 34 )",1718,"(+/- 49 )",1485,"(+/- 37 )",1694,"(+/- 30 )",1394,"(+/- 36 )",1795,"(+/- 47 )",1640,"(+/- 43 )",1720,"(+/- 51 )",1928,"(+/- 52 )",2150,"(+/- 74 )",2236,"(+/- 66 )",1835,"(+/- 59 )",1825,"(+/- 66 )",2019,"(+/- 60 )",2435,"(+/- 102 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",90271,"(+/- 5266 )",107239,"(+/- 4983 )",80981,"(+/- 5039 )",86964,"(+/- 4563 )",66313,"(+/- 4611 )",112724,"(+/- 4363 )",63962,"(+/- 4052 )",115278,"(+/- 4709 )",78633,"(+/- 5204 )",53764,"(+/- 4090 )",165515,"(+/- 5732 )",116882,"(+/- 3443 )",100922,"(+/- 4519 )",64484,"(+/- 3864 )",79140,"(+/- 4165 )",121164,"(+/- 5003 )",150560,"(+/- 5965 )",118865,"(+/- 5755 )",128562,"(+/- 4797 )",63566,"(+/- 4394 )",111310,"(+/- 4808 )",97094,"(+/- 4892 )",84371,"(+/- 4953 )",47972,"(+/- 3618 )",71883,"(+/- 4828 )",63537,"(+/- 3913 )",60054,"(+/- 3609 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",13342,"(+/- 2086 )",22748,"(+/- 2604 )",17161,"(+/- 2692 )",7060,"(+/- 1483 )",13787,"(+/- 1941 )",13003,"(+/- 2219 )",6774,"(+/- 1451 )",13618,"(+/- 1855 )",9455,"(+/- 1797 )",4430,"(+/- 1093 )",30682,"(+/- 2931 )",18633,"(+/- 1976 )",10097,"(+/- 1494 )",8448,"(+/- 1458 )",12850,"(+/- 1968 )",11245,"(+/- 1939 )",23526,"(+/- 2811 )",10842,"(+/- 1973 )",9025,"(+/- 1635 )",5084,"(+/- 1525 )",4476,"(+/- 1055 )",3410,"(+/- 1093 )",3843,"(+/- 1167 )",5803,"(+/- 1286 )",4366,"(+/- 1104 )",3743,"(+/- 1009 )",2081,"(+/- 658 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",23841,"(+/- 2552 )",33851,"(+/- 2703 )",22343,"(+/- 2424 )",14356,"(+/- 2192 )",22469,"(+/- 2961 )",25758,"(+/- 3039 )",9914,"(+/- 1578 )",24284,"(+/- 3068 )",16757,"(+/- 2611 )",8666,"(+/- 1653 )",43059,"(+/- 4227 )",26818,"(+/- 2014 )",17532,"(+/- 2226 )",11921,"(+/- 1741 )",19093,"(+/- 2358 )",17363,"(+/- 2423 )",35950,"(+/- 3327 )",17193,"(+/- 2108 )",14590,"(+/- 2103 )",12050,"(+/- 2511 )",9555,"(+/- 1501 )",7448,"(+/- 1668 )",6529,"(+/- 1488 )",9494,"(+/- 1541 )",11777,"(+/- 2168 )",8987,"(+/- 1531 )",4583,"(+/- 1189 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",24981,"(+/- 2523 )",28750,"(+/- 2510 )",21861,"(+/- 2477 )",27308,"(+/- 3326 )",19229,"(+/- 2663 )",33330,"(+/- 2923 )",18577,"(+/- 2294 )",33528,"(+/- 2620 )",24800,"(+/- 2769 )",16009,"(+/- 2472 )",50037,"(+/- 4299 )",30646,"(+/- 2656 )",23054,"(+/- 2164 )",15468,"(+/- 2020 )",23213,"(+/- 2139 )",31736,"(+/- 3630 )",42430,"(+/- 3758 )",24484,"(+/- 3292 )",27013,"(+/- 2560 )",17779,"(+/- 2443 )",23350,"(+/- 2262 )",19462,"(+/- 2492 )",17282,"(+/- 2704 )",10883,"(+/- 1906 )",20463,"(+/- 2918 )",16250,"(+/- 2293 )",11903,"(+/- 2010 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",12487,"(+/- 2481 )",12397,"(+/- 1951 )",10667,"(+/- 1830 )",15147,"(+/- 2638 )",7148,"(+/- 1556 )",19648,"(+/- 2533 )",13670,"(+/- 1761 )",19220,"(+/- 2263 )",16469,"(+/- 2495 )",11231,"(+/- 2379 )",26569,"(+/- 3189 )",20601,"(+/- 2612 )",20849,"(+/- 2220 )",10605,"(+/- 1758 )",11655,"(+/- 1748 )",25312,"(+/- 2411 )",23844,"(+/- 2803 )",21700,"(+/- 2825 )",22694,"(+/- 2296 )",16177,"(+/- 2390 )",27021,"(+/- 2539 )",17954,"(+/- 2312 )",18155,"(+/- 2258 )",8604,"(+/- 1793 )",14584,"(+/- 2664 )",14203,"(+/- 2121 )",10791,"(+/- 1998 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",6008,"(+/- 1503 )",5118,"(+/- 1252 )",4874,"(+/- 1330 )",10035,"(+/- 2295 )",2074,"(+/- 782 )",10254,"(+/- 1735 )",7009,"(+/- 1337 )",11037,"(+/- 1942 )",7037,"(+/- 1554 )",6022,"(+/- 1431 )",9293,"(+/- 1823 )",11738,"(+/- 1593 )",12032,"(+/- 1826 )",6293,"(+/- 1143 )",5424,"(+/- 1187 )",14846,"(+/- 1788 )",11662,"(+/- 1775 )",15941,"(+/- 2204 )",17125,"(+/- 2213 )",7831,"(+/- 1802 )",17193,"(+/- 2143 )",14574,"(+/- 2392 )",11892,"(+/- 1786 )",5507,"(+/- 1789 )",8296,"(+/- 1601 )",9865,"(+/- 1814 )",7676,"(+/- 1508 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",9612,"(+/- 1886 )",4375,"(+/- 1112 )",4075,"(+/- 1084 )",13058,"(+/- 2062 )",1606,"(+/- 908 )",10731,"(+/- 1534 )",8018,"(+/- 1406 )",13591,"(+/- 1954 )",4115,"(+/- 1172 )",7406,"(+/- 1966 )",5875,"(+/- 1145 )",8446,"(+/- 1394 )",17358,"(+/- 2009 )",11749,"(+/- 1724 )",6905,"(+/- 1550 )",20662,"(+/- 2285 )",13148,"(+/- 1793 )",28705,"(+/- 3264 )",38115,"(+/- 3187 )",4645,"(+/- 1227 )",29715,"(+/- 2294 )",34246,"(+/- 2835 )",26670,"(+/- 2963 )",7681,"(+/- 1459 )",12397,"(+/- 1948 )",10489,"(+/- 1644 )",23020,"(+/- 2232 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",459,"(+/- 20 )",388,"(+/- 9 )",409,"(+/- 21 )",562,"(+/- 20 )",381,"(+/- 16 )",507,"(+/- 17 )",569,"(+/- 19 )",515,"(+/- 18 )",504,"(+/- 19 )",574,"(+/- 26 )",434,"(+/- 15 )",482,"(+/- 14 )",598,"(+/- 19 )",549,"(+/- 29 )",460,"(+/- 16 )",602,"(+/- 18 )",468,"(+/- 14 )",662,"(+/- 35 )",701,"(+/- 28 )",562,"(+/- 31 )",732,"(+/- 20 )",804,"(+/- 30 )",764,"(+/- 24 )",560,"(+/- 34 )",594,"(+/- 25 )",634,"(+/- 23 )",815,"(+/- 44 )"
Housing,"Gross Rent","Occupied units paying rent",91167,"(+/- 5591 )",78011,"(+/- 4359 )",91027,"(+/- 5147 )",107228,"(+/- 7344 )",124660,"(+/- 6571 )",79252,"(+/- 4477 )",122203,"(+/- 6242 )",69406,"(+/- 4690 )",112068,"(+/- 7296 )",121619,"(+/- 6703 )",55152,"(+/- 5135 )",73726,"(+/- 4145 )",100156,"(+/- 4304 )",144179,"(+/- 5988 )",104231,"(+/- 5284 )",87390,"(+/- 5418 )",63447,"(+/- 5114 )",70482,"(+/- 4711 )",95399,"(+/- 5645 )",109261,"(+/- 5067 )",82184,"(+/- 4728 )",113828,"(+/- 5818 )",96565,"(+/- 5584 )",135546,"(+/- 5433 )",107918,"(+/- 6095 )",90295,"(+/- 5048 )",149281,"(+/- 6439 )"
Housing,"Gross Rent","Less than $500",5578,"(+/- 1348 )",6616,"(+/- 1805 )",5249,"(+/- 1179 )",2401,"(+/- 1284 )",7074,"(+/- 1683 )",4318,"(+/- 1414 )",2698,"(+/- 1304 )",2008,"(+/- 897 )",3750,"(+/- 1202 )",3403,"(+/- 1130 )",3143,"(+/- 1030 )",2733,"(+/- 846 )",5133,"(+/- 1098 )",7265,"(+/- 1529 )",2389,"(+/- 949 )",3448,"(+/- 1207 )",5101,"(+/- 1405 )",2528,"(+/- 1089 )",2884,"(+/- 1163 )",3461,"(+/- 963 )",1709,"(+/- 625 )",2196,"(+/- 942 )",1131,"(+/- 440 )",10667,"(+/- 1645 )",5236,"(+/- 1236 )",5233,"(+/- 1572 )",9170,"(+/- 1486 )"
Housing,"Gross Rent","$500 to $999",25541,"(+/- 3262 )",30729,"(+/- 3242 )",30370,"(+/- 3712 )",18898,"(+/- 2574 )",42642,"(+/- 4343 )",22851,"(+/- 2817 )",14475,"(+/- 2852 )",20387,"(+/- 2883 )",20320,"(+/- 3183 )",15094,"(+/- 2902 )",17471,"(+/- 2715 )",17507,"(+/- 2371 )",22759,"(+/- 2738 )",26597,"(+/- 2774 )",24177,"(+/- 2662 )",14516,"(+/- 2603 )",22691,"(+/- 3146 )",11754,"(+/- 2121 )",11105,"(+/- 2046 )",16129,"(+/- 2368 )",9426,"(+/- 1779 )",8376,"(+/- 2016 )",7999,"(+/- 1786 )",20226,"(+/- 2897 )",11956,"(+/- 2025 )",7787,"(+/- 1797 )",13624,"(+/- 1902 )"
Housing,"Gross Rent","$1,000 to $1,499",35056,"(+/- 3564 )",28557,"(+/- 3330 )",34579,"(+/- 3510 )",39044,"(+/- 4757 )",55399,"(+/- 4843 )",34448,"(+/- 3367 )",55820,"(+/- 4558 )",26670,"(+/- 3540 )",41257,"(+/- 4531 )",54103,"(+/- 4836 )",24708,"(+/- 3699 )",31577,"(+/- 3065 )",41499,"(+/- 3262 )",61980,"(+/- 4555 )",42440,"(+/- 3240 )",30472,"(+/- 2846 )",20790,"(+/- 2880 )",24968,"(+/- 3351 )",44055,"(+/- 4740 )",45062,"(+/- 3897 )",27478,"(+/- 3401 )",39033,"(+/- 4179 )",30885,"(+/- 3876 )",53671,"(+/- 4018 )",32830,"(+/- 3542 )",27074,"(+/- 3018 )",45002,"(+/- 3924 )"
Housing,"Gross Rent","$1,500 to $1,999",17282,"(+/- 2479 )",9842,"(+/- 1741 )",15161,"(+/- 2670 )",32614,"(+/- 4612 )",16318,"(+/- 2643 )",11736,"(+/- 2340 )",36733,"(+/- 3202 )",15376,"(+/- 2319 )",32207,"(+/- 4194 )",37132,"(+/- 4267 )",7090,"(+/- 2205 )",13471,"(+/- 1870 )",18393,"(+/- 2336 )",30613,"(+/- 3703 )",28021,"(+/- 4196 )",21921,"(+/- 3120 )",11085,"(+/- 2223 )",20368,"(+/- 2890 )",21742,"(+/- 3295 )",31936,"(+/- 2838 )",25658,"(+/- 2801 )",34869,"(+/- 3686 )",29819,"(+/- 2977 )",29811,"(+/- 3407 )",34717,"(+/- 3819 )",30029,"(+/- 3702 )",42553,"(+/- 4292 )"
Housing,"Gross Rent","$2,000 to $2,499",4617,"(+/- 1603 )",1578,"(+/- 725 )",3298,"(+/- 1359 )",9002,"(+/- 2337 )",2982,"(+/- 1367 )",3328,"(+/- 1130 )",9112,"(+/- 1613 )",3399,"(+/- 1207 )",10719,"(+/- 2641 )",7589,"(+/- 1937 )",1567,"(+/- 1207 )",5926,"(+/- 1473 )",7596,"(+/- 1794 )",11658,"(+/- 2036 )",6357,"(+/- 2136 )",9387,"(+/- 1915 )",2318,"(+/- 893 )",5269,"(+/- 1619 )",7447,"(+/- 1842 )",10033,"(+/- 2221 )",11803,"(+/- 1855 )",16944,"(+/- 2487 )",17453,"(+/- 2592 )",14239,"(+/- 2184 )",16437,"(+/- 3380 )",14220,"(+/- 2526 )",19489,"(+/- 2923 )"
Housing,"Gross Rent","$2,500 to $2,999",1910,"(+/- 1034 )",397,"(+/- 349 )",671,"(+/- 493 )",2167,"(+/- 998 )",245,"(+/- 241 )",738,"(+/- 594 )",2031,"(+/- 754 )",464,"(+/- 276 )",2208,"(+/- 1365 )",3434,"(+/- 1993 )",416,"(+/- 500 )",1278,"(+/- 805 )",2319,"(+/- 798 )",4120,"(+/- 1153 )",700,"(+/- 530 )",4119,"(+/- 1607 )",293,"(+/- 308 )",3046,"(+/- 1114 )",3103,"(+/- 1260 )",1301,"(+/- 639 )",2930,"(+/- 851 )",6380,"(+/- 1382 )",4015,"(+/- 1307 )",3325,"(+/- 1166 )",3779,"(+/- 1071 )",4398,"(+/- 1482 )",8343,"(+/- 2078 )"
Housing,"Gross Rent","$3,000 or more",1183,"(+/- 654 )",292,"(+/- 275 )",1699,"(+/- 1249 )",3102,"(+/- 1367 )",0,"(+/- 242 )",1833,"(+/- 679 )",1334,"(+/- 615 )",1102,"(+/- 475 )",1607,"(+/- 1278 )",864,"(+/- 645 )",757,"(+/- 443 )",1234,"(+/- 512 )",2457,"(+/- 814 )",1946,"(+/- 766 )",147,"(+/- 190 )",3527,"(+/- 1095 )",1169,"(+/- 573 )",2549,"(+/- 946 )",5063,"(+/- 1243 )",1339,"(+/- 905 )",3180,"(+/- 888 )",6030,"(+/- 1782 )",5263,"(+/- 1449 )",3607,"(+/- 1294 )",2963,"(+/- 1025 )",1554,"(+/- 574 )",11100,"(+/- 2108 )"
Housing,"Gross Rent","Median (dollars)",1180,"(+/- 36 )",1027,"(+/- 44 )",1117,"(+/- 35 )",1414,"(+/- 42 )",1083,"(+/- 19 )",1161,"(+/- 26 )",1405,"(+/- 24 )",1192,"(+/- 38 )",1406,"(+/- 34 )",1393,"(+/- 32 )",1111,"(+/- 41 )",1231,"(+/- 32 )",1263,"(+/- 40 )",1299,"(+/- 27 )",1296,"(+/- 43 )",1426,"(+/- 40 )",1079,"(+/- 49 )",1429,"(+/- 41 )",1389,"(+/- 30 )",1398,"(+/- 28 )",1548,"(+/- 48 )",1605,"(+/- 42 )",1639,"(+/- 50 )",1336,"(+/- 27 )",1557,"(+/- 46 )",1584,"(+/- 43 )",1580,"(+/- 39 )"
Housing,"Gross Rent","No rent paid",6620,"(+/- 1474 )",7240,"(+/- 1604 )",5526,"(+/- 1438 )",4160,"(+/- 1652 )",5995,"(+/- 1369 )",3938,"(+/- 1116 )",2054,"(+/- 794 )",5375,"(+/- 1424 )",3525,"(+/- 1162 )",3631,"(+/- 1349 )",4994,"(+/- 1430 )",3855,"(+/- 890 )",3564,"(+/- 1167 )",2479,"(+/- 916 )",3460,"(+/- 1224 )",3815,"(+/- 989 )",7381,"(+/- 1804 )",3987,"(+/- 1352 )",4878,"(+/- 1021 )",3680,"(+/- 1213 )",3286,"(+/- 1059 )",3473,"(+/- 1000 )",3315,"(+/- 1014 )",4028,"(+/- 1100 )",3862,"(+/- 1433 )",4525,"(+/- 1377 )",4673,"(+/- 1286 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Total households",321898,"(+/- 5847 )",294566,"(+/- 6019 )",289655,"(+/- 5477 )",362781,"(+/- 7820 )",294226,"(+/- 7286 )",343709,"(+/- 6161 )",315398,"(+/- 6250 )",329533,"(+/- 4318 )",345376,"(+/- 9673 )",299984,"(+/- 7137 )",368996,"(+/- 7572 )",337005,"(+/- 5303 )",317360,"(+/- 5478 )",327617,"(+/- 5843 )",310815,"(+/- 6776 )",364469,"(+/- 6668 )",340270,"(+/- 7250 )",329847,"(+/- 7569 )",365873,"(+/- 6942 )",267141,"(+/- 6195 )",315854,"(+/- 5366 )",335695,"(+/- 7281 )",294641,"(+/- 5455 )",263198,"(+/- 6847 )",267641,"(+/- 6336 )",262058,"(+/- 6819 )",299723,"(+/- 6351 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Less than $10,000",17880,"(+/- 2339 )",17176,"(+/- 2372 )",20644,"(+/- 2688 )",16073,"(+/- 3018 )",32085,"(+/- 3169 )",21117,"(+/- 3054 )",16455,"(+/- 2895 )",18074,"(+/- 2448 )",20609,"(+/- 2878 )",21149,"(+/- 3653 )",23150,"(+/- 3098 )",20506,"(+/- 2496 )",22061,"(+/- 2905 )",27961,"(+/- 3403 )",16420,"(+/- 2420 )",16171,"(+/- 2160 )",20477,"(+/- 2602 )",16245,"(+/- 2302 )",21299,"(+/- 2300 )",19212,"(+/- 2539 )",17370,"(+/- 2285 )",21168,"(+/- 2677 )",22462,"(+/- 2963 )",26219,"(+/- 3038 )",14239,"(+/- 1940 )",15025,"(+/- 2414 )",21572,"(+/- 3043 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$10,000 to $14,999",9905,"(+/- 1613 )",13341,"(+/- 2030 )",12846,"(+/- 2266 )",9434,"(+/- 2090 )",15195,"(+/- 2104 )",13408,"(+/- 2486 )",11251,"(+/- 2282 )",10869,"(+/- 2132 )",10517,"(+/- 1846 )",10818,"(+/- 2072 )",12060,"(+/- 1991 )",13876,"(+/- 2150 )",14014,"(+/- 1745 )",12988,"(+/- 1964 )",12018,"(+/- 2166 )",10955,"(+/- 1664 )",15454,"(+/- 2606 )",10021,"(+/- 2031 )",10087,"(+/- 2075 )",14160,"(+/- 2398 )",10377,"(+/- 1764 )",10994,"(+/- 2263 )",9260,"(+/- 1955 )",14852,"(+/- 2709 )",11904,"(+/- 2007 )",8943,"(+/- 1803 )",15032,"(+/- 2635 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$15,000 to $24,999",24305,"(+/- 2958 )",28280,"(+/- 2758 )",26194,"(+/- 2526 )",16966,"(+/- 2708 )",30023,"(+/- 3146 )",31898,"(+/- 3120 )",22916,"(+/- 2956 )",30457,"(+/- 3827 )",30739,"(+/- 3733 )",23376,"(+/- 3288 )",34984,"(+/- 3550 )",29390,"(+/- 3098 )",25722,"(+/- 2713 )",26896,"(+/- 3382 )",23547,"(+/- 3320 )",26002,"(+/- 3330 )",34376,"(+/- 3703 )",24831,"(+/- 3509 )",28007,"(+/- 3273 )",25958,"(+/- 3200 )",26272,"(+/- 2573 )",23173,"(+/- 3104 )",19048,"(+/- 2463 )",27088,"(+/- 3122 )",21437,"(+/- 2338 )",23109,"(+/- 2947 )",27852,"(+/- 3322 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$25,000 to $34,999",29282,"(+/- 3945 )",27172,"(+/- 3029 )",31202,"(+/- 3741 )",22061,"(+/- 3875 )",38379,"(+/- 4222 )",29806,"(+/- 2974 )",25597,"(+/- 3270 )",29177,"(+/- 3450 )",31822,"(+/- 3889 )",28436,"(+/- 3339 )",38213,"(+/- 3666 )",29799,"(+/- 2830 )",26597,"(+/- 2485 )",28760,"(+/- 3433 )",28732,"(+/- 3045 )",27920,"(+/- 3000 )",31098,"(+/- 3329 )",27231,"(+/- 3955 )",32418,"(+/- 3522 )",27429,"(+/- 3319 )",24931,"(+/- 2758 )",27289,"(+/- 3145 )",23147,"(+/- 2812 )",27821,"(+/- 3267 )",27747,"(+/- 3452 )",19792,"(+/- 2523 )",23212,"(+/- 3142 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$35,000 to $49,999",41026,"(+/- 3709 )",39986,"(+/- 3998 )",35985,"(+/- 3729 )",39512,"(+/- 4303 )",40446,"(+/- 3531 )",43748,"(+/- 3666 )",38087,"(+/- 3273 )",43369,"(+/- 3616 )",45662,"(+/- 4351 )",34811,"(+/- 4126 )",52898,"(+/- 4022 )",40934,"(+/- 3063 )",42920,"(+/- 3155 )",35940,"(+/- 3584 )",37448,"(+/- 3167 )",42719,"(+/- 3168 )",47874,"(+/- 4160 )",36951,"(+/- 4123 )",39697,"(+/- 3787 )",38892,"(+/- 4334 )",35440,"(+/- 3191 )",39042,"(+/- 4411 )",31616,"(+/- 3996 )",38168,"(+/- 3292 )",33988,"(+/- 3821 )",33007,"(+/- 3793 )",32750,"(+/- 3269 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$50,000 to $74,999",60982,"(+/- 4749 )",61081,"(+/- 4785 )",46259,"(+/- 3908 )",66689,"(+/- 5408 )",53598,"(+/- 3985 )",72461,"(+/- 4870 )",61304,"(+/- 4680 )",56469,"(+/- 4064 )",73256,"(+/- 6558 )",47847,"(+/- 5131 )",75205,"(+/- 5192 )",61524,"(+/- 4167 )",58264,"(+/- 4049 )",54763,"(+/- 4044 )",58476,"(+/- 4694 )",62159,"(+/- 3745 )",66118,"(+/- 5558 )",60904,"(+/- 5348 )",66300,"(+/- 5060 )",44699,"(+/- 3904 )",53714,"(+/- 3407 )",57849,"(+/- 4529 )",44549,"(+/- 3530 )",49130,"(+/- 4310 )",47883,"(+/- 4384 )",48366,"(+/- 4548 )",46320,"(+/- 4252 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$75,000 to $99,999",42041,"(+/- 3681 )",34339,"(+/- 3414 )",38812,"(+/- 4196 )",48351,"(+/- 4803 )",30765,"(+/- 3792 )",48087,"(+/- 3508 )",38536,"(+/- 3817 )",41093,"(+/- 3067 )",47338,"(+/- 4800 )",41658,"(+/- 4508 )",52316,"(+/- 4916 )",40993,"(+/- 3155 )",40347,"(+/- 2938 )",36740,"(+/- 3156 )",46767,"(+/- 4330 )",50679,"(+/- 3930 )",44825,"(+/- 3690 )",44795,"(+/- 4657 )",50601,"(+/- 4499 )",35587,"(+/- 3982 )",37147,"(+/- 3630 )",39416,"(+/- 4122 )",34455,"(+/- 3246 )",28013,"(+/- 3434 )",37954,"(+/- 3636 )",36367,"(+/- 3046 )",33179,"(+/- 2996 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$100,000 to $149,999",52890,"(+/- 4127 )",41732,"(+/- 4081 )",42294,"(+/- 3685 )",70449,"(+/- 5855 )",34305,"(+/- 3672 )",50532,"(+/- 3861 )",48998,"(+/- 4396 )",53370,"(+/- 3918 )",45675,"(+/- 4265 )",44231,"(+/- 4819 )",50927,"(+/- 4562 )",49891,"(+/- 3218 )",45715,"(+/- 3149 )",45951,"(+/- 3829 )",49815,"(+/- 4009 )",63606,"(+/- 4079 )",46425,"(+/- 3822 )",51713,"(+/- 4023 )",55167,"(+/- 4225 )",37914,"(+/- 4728 )",53748,"(+/- 4064 )",55631,"(+/- 4508 )",51758,"(+/- 3976 )",28315,"(+/- 3068 )",37778,"(+/- 3358 )",41613,"(+/- 3819 )",38641,"(+/- 3410 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$150,000 to $199,000",21744,"(+/- 2452 )",16133,"(+/- 2205 )",16728,"(+/- 2602 )",30695,"(+/- 3810 )",11428,"(+/- 2081 )",16888,"(+/- 2123 )",22463,"(+/- 2290 )",23599,"(+/- 2924 )",19381,"(+/- 3410 )",21466,"(+/- 3663 )",17056,"(+/- 2455 )",24310,"(+/- 2727 )",18679,"(+/- 2567 )",23818,"(+/- 2710 )",20819,"(+/- 3227 )",30149,"(+/- 3344 )",16968,"(+/- 2459 )",24017,"(+/- 3309 )",22391,"(+/- 2958 )",12365,"(+/- 2428 )",22579,"(+/- 3157 )",23269,"(+/- 2580 )",21889,"(+/- 2195 )",11278,"(+/- 1930 )",17533,"(+/- 2400 )",18221,"(+/- 2495 )",20782,"(+/- 2701 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","$200,000 or more",21843,"(+/- 2469 )",15326,"(+/- 2432 )",18691,"(+/- 2673 )",42551,"(+/- 3820 )",8002,"(+/- 1568 )",15764,"(+/- 2289 )",29791,"(+/- 2691 )",23056,"(+/- 2307 )",20377,"(+/- 3792 )",26192,"(+/- 3415 )",12187,"(+/- 2054 )",25782,"(+/- 3059 )",23041,"(+/- 2218 )",33800,"(+/- 2885 )",16773,"(+/- 2328 )",34109,"(+/- 3183 )",16655,"(+/- 2260 )",33139,"(+/- 3189 )",39906,"(+/- 3769 )",10925,"(+/- 2553 )",34276,"(+/- 3194 )",37864,"(+/- 3087 )",36457,"(+/- 2914 )",12314,"(+/- 2158 )",17178,"(+/- 2676 )",17615,"(+/- 2323 )",40383,"(+/- 3358 )"
Socioeconomic,"Income and Benefits (In 2021 inflation-adjusted dollars)","Median household income (dollars)",65258,"(+/- 2344 )",56801,"(+/- 1946 )",60499,"(+/- 2813 )",79589,"(+/- 2740 )",46344,"(+/- 1421 )",59821,"(+/- 1576 )",65643,"(+/- 3059 )",63827,"(+/- 2364 )",60561,"(+/- 2906 )",65190,"(+/- 3855 )",56699,"(+/- 1850 )",62064,"(+/- 2164 )",60511,"(+/- 1863 )",62867,"(+/- 1879 )",64365,"(+/- 2254 )",73441,"(+/- 2254 )",57610,"(+/- 2028 )",69867,"(+/- 2042 )",69702,"(+/- 2179 )",53547,"(+/- 3280 )",69485,"(+/- 3143 )",68765,"(+/- 2818 )",73362,"(+/- 2931 )",48301,"(+/- 2956 )",62901,"(+/- 2076 )",65262,"(+/- 3028 )",64863,"(+/- 2603 )"
